"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_222","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae","g__Dothidotthia","s__negundinicola"
"ASV_223","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_224","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__archidendri"
"ASV_225","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Parmelia",NA
"ASV_226","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_227","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Lodderomyces","s__elongisporus"
"ASV_228","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_229","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__inositophila"
"ASV_230","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia",NA
"ASV_231","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA
"ASV_233","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Septoria",NA
"ASV_234","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_235","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_236","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__ritchiei"
"ASV_237","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_238","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Skoua","s__fertilis"
"ASV_239","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae",NA,NA
"ASV_240","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_241","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__albida"
"ASV_242","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Neoerysiphe","s__galeopsidis"
"ASV_243","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Diplodia",NA
"ASV_244","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__calospora"
"ASV_245","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_246","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_247","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_248","k__Fungi","p__Ascomycota","c__Candelariomycetes","o__Candelariales","f__Candelariaceae","g__Candelariella","s__xanthostigmoides"
"ASV_249","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_250","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__seaveri"
"ASV_251","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Pseudotremella","s__allantoinivorans"
"ASV_252","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__kudriavzevii"
"ASV_253","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora","s__rubella"
"ASV_254","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_255","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella",NA
"ASV_256","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_257","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_258","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae",NA,NA
"ASV_259","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium","s__cygneicollum"
"ASV_260","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium",NA
"ASV_261","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora","s__prunorum"
"ASV_262","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_263","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena",NA
"ASV_264","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_265","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_266","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium","s__flexuosum"
"ASV_267","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae","g__Dothidotthia",NA
"ASV_268","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__seaveri"
"ASV_269","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_270","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_271","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_272","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_273","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Dothiorella","s__iberica"
"ASV_274","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Podosphaera",NA
"ASV_275","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__rugulosus"
"ASV_276","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae","g__Paradevriesia","s__pseudoamericana"
"ASV_278","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Ophiostomatales","f__Ophiostomataceae","g__Sporothrix",NA
"ASV_279","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__neominutissima"
"ASV_280","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"ASV_281","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__alienata"
"ASV_282","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Erysiphe","s__lonicerae"
"ASV_283","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Capnobotryella","s__renispora"
"ASV_284","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis",NA
"ASV_285","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_286","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium",NA
"ASV_287","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__hungarica"
"ASV_288","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae","g__Paradevriesia","s__pseudoamericana"
"ASV_289","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__tropicalis"
"ASV_290","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_291","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__heteromorpha"
"ASV_292","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Discinellaceae","g__Gyoerffyella",NA
"ASV_293","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Tricellula",NA
"ASV_294","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_295","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_296","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV_297","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_298","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Bacidina","s__egenula"
"ASV_299","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_300","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_301","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae","g__Dothidotthia",NA
"ASV_302","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Linnemannia",NA
"ASV_303","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__citreonigrum"
"ASV_304","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__dubia"
"ASV_305","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_306","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium","s__flexuosum"
"ASV_307","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleomassariaceae","g__Prosthemium","s__intermedium"
"ASV_308","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera",NA
"ASV_309","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae","g__Paradevriesia","s__pseudoamericana"
"ASV_310","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_311","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Cerrenaceae","g__Radulodon","s__casearius"
"ASV_312","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Coniosporiales","f__Coniosporiaceae","g__Coniosporium",NA
"ASV_313","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA
"ASV_314","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__gelsemii"
"ASV_315","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_316","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Erythromyces","s__crocicreas"
"ASV_317","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__letifera"
"ASV_318","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_319","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_320","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena",NA
"ASV_321","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA
"ASV_322","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"ASV_323","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV_324","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia",NA
"ASV_325","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA
"ASV_326","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_327","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__reticulatus"
"ASV_328","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis"
"ASV_329","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__caroliniana"
"ASV_330","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__rosae"
"ASV_331","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA
"ASV_332","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_333","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Willeya","s__fusca"
"ASV_334","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium","s__fagi"
"ASV_335","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_336","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Ilyonectria","s__liriodendri"
"ASV_337","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Cephalotrichum","s__lignatile"
"ASV_338","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_339","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces",NA
"ASV_340","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Lentitheciaceae_gen_Incertae_sedis",NA
"ASV_341","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_342","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_343","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Wojnowiciella","s__kunmingensis"
"ASV_344","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Ophiostomatales","f__Ophiostomataceae","g__Sporothrix",NA
"ASV_345","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_346","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae","g__Paradevriesia","s__pseudoamericana"
"ASV_347","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__septata"
"ASV_348","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA
"ASV_349","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__restrictus"
"ASV_350","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_351","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_352","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_353","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__infectoria"
"ASV_354","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Myriangiales_gen_Incertae_sedis",NA
"ASV_355","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_356","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__epilithographicola"
"ASV_357","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__ruber"
"ASV_358","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_359","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_360","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_361","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli"
"ASV_362","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__hakeae"
"ASV_363","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Cytosporaceae","g__Cytospora",NA
"ASV_364","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_365","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora","s__variabilis"
"ASV_366","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Sawadaea","s__bicornis"
"ASV_367","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ASV_368","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA
"ASV_369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum",NA
"ASV_370","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amorosiaceae","g__Angustimassarina","s__acerina"
"ASV_371","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__burgense"
"ASV_372","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Rachicladosporium","s__inconspicuum"
"ASV_373","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_374","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_375","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_376","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_377","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_378","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
"ASV_379","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_380","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Phragmotrichum","s__chailletii"
"ASV_381","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_382","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Apiospora",NA
"ASV_383","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__pseudoamylolytica"
"ASV_384","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__tropicalis"
"ASV_385","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Microcyclosporella","s__mali"
"ASV_386","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Zygosaccharomyces","s__favi"
"ASV_387","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Beauveria","s__varroae"
"ASV_388","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Monascus","s__eremophilus"
"ASV_389","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_390","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_391","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_392","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_393","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_394","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_395","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Acrodontium","s__virellum"
"ASV_396","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__pinicola"
"ASV_397","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Exidia","s__glandulosa"
"ASV_398","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_399","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Sporocadaceae","g__Sporocadus","s__microcyclus"
"ASV_400","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_401","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_402","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella",NA
"ASV_403","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__oudemansii"
"ASV_404","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis","g__Cantharellales_gen_Incertae_sedis",NA
"ASV_405","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_406","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"ASV_407","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Camarosporiaceae","g__Camarosporium","s__aureum"
"ASV_408","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__fusiformis"
"ASV_409","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces",NA
"ASV_410","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__chernovii"
"ASV_411","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_412","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Fomes","s__fomentarius"
"ASV_413","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__ssiori"
"ASV_414","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_415","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__modica"
"ASV_416","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_417","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Septoria","s__glycinicola"
"ASV_418","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_419","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_420","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremaceae","g__Papiliotrema","s__wisconsinensis"
"ASV_421","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_422","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Pyrenotrichaceae","g__Neophaeococcomyces","s__aloes"
"ASV_423","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_424","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__reukaufii"
